"name","pos","sourceName","season","positionRank","overallRank","points","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp"
"KADEEMCAREY","RB",NA,2015,52,169,5.75,NA,NA,NA,NA,NA,NA,4.7,22.1,0.1,1.4,10.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWENDANIELS","TE",NA,2015,23,170,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19.1,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAIAHCROWELL","RB","espn",2015,44,161,5.69,0,0,0,0,0,0,8.2,36.6,0.1,0.8,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYCHALRIVERA","TE","espn",2015,26,162,5.69,0,0,0,0,0,0,0,0,0,2.1,23.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR","espn",2015,67,163,5.68,0,0,0,0,0,0,0.3,1.7,0,2.1,22.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHUNTER","WR",NA,2015,70,171,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,31.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNPHILLIPS","TE",NA,2015,24,172,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,22.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE",NA,2015,25,173,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,20.8,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR",NA,2015,71,174,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,26.8,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR",NA,2015,72,175,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,22.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTCELEK","TE",NA,2015,26,176,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.1,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AHMADBRADSHAW","RB","espn",2015,45,164,5.5,0,0,0,0,0,0,3.8,15.1,0.1,1.6,11.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANCAMERON","TE",NA,2015,27,177,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,26,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEDMANBAILEY","WR",NA,2015,73,178,5.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDMORRIS","RB","espn",2015,46,165,5.48,0,0,0,0,0,0,8,32.1,0.2,0.6,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVINETOILOLO","TE",NA,2015,28,179,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,24.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYBROWN","WR",NA,2015,74,180,5.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,24.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RILEYCOOPER","WR",NA,2015,75,181,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,25.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYKERLEY","WR",NA,2015,76,182,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,18.9,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYANWALTERS","WR",NA,2015,77,183,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,25.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAKESTONEBURNER","TE",NA,2015,29,184,5.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,16.6,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODDYWHITE","WR","espn",2015,68,166,5.33,0,0,0,0,0,0,0,0,0,2.1,26.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORGABRIEL","WR",NA,2015,78,185,5.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,24.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAIWANJONES","RB",NA,2015,53,186,5.27,NA,NA,NA,NA,NA,NA,3.9,16.3,0.1,1.2,13.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENDALLGASKINS","RB","espn",2015,47,167,5.21,0,0,0,0,0,0,7.4,24,0.2,0.9,7.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RILEYCOOPER","WR","espn",2015,69,168,5.19,0,0,0,0,0,0,0,0,0,1.9,26.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORLEANSDARKWA","RB",NA,2015,54,187,5.18,NA,NA,NA,NA,NA,NA,4,13.3,0.2,1.3,8.5,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKETOLBERT","RB",NA,2015,55,188,5.17,NA,NA,NA,NA,NA,NA,3.9,16.3,0.1,1.2,11.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AHMADBRADSHAW","RB",NA,2015,56,189,5.16,NA,NA,NA,NA,NA,NA,4.7,16.2,0.2,1.1,7.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEKENDRICKS","TE",NA,2015,30,190,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,15.5,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYSTILLS","WR",NA,2015,79,191,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,27.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEVINCOLEMAN","RB","espn",2015,48,169,5.11,0,0,0,0,0,0,6.9,28.5,0.2,0.6,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILESAUSTIN","WR",NA,2015,80,192,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,25.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEALLEN","TE",NA,2015,31,193,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18.7,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESJOHNSON","WR",NA,2015,81,194,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,25.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODSTREATER","WR",NA,2015,82,195,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,26.6,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYFASANO","TE","espn",2015,27,170,5.05,0,0,0,0,0,0,0,0,0,1.8,20.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWILLIAMS","RB",NA,2015,57,196,5.03,NA,NA,NA,NA,NA,NA,5.7,20,0.3,0.8,5.3,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQISELEE","WR",NA,2015,83,197,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,23.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEVINCOLEMAN","RB",NA,2015,58,198,5.01,NA,NA,NA,NA,NA,NA,5.1,25.2,0.2,0.8,5.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINFUNCHESS","WR","espn",2015,70,171,5,0,0,0,0,0,0,0,0,0,1.6,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTINEMICHAEL","RB","espn",2015,49,172,4.97,0,0,0,0,0,0,5.9,23.8,0.1,1.1,8.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENBRELLTHOMPKINS","WR",NA,2015,84,199,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,24.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMESIMPSON","WR","espn",2015,71,173,4.86,0,0,0,0,0,0,0,0,0,1.8,24.6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENDAVIS","TE",NA,2015,32,200,4.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15.5,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKETOLBERT","RB","espn",2015,50,174,4.79,0,0,0,0,0,0,2.9,11.2,0.2,1.1,7.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFJANIS","WR",NA,2015,85,201,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,22.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENJAMINCUNNINGHAM","RB","espn",2015,51,175,4.71,0,0,0,0,0,0,1.6,7.1,0,1.9,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINFUNCHESS","WR",NA,2015,86,202,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,24.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRICHOCOTCHERY","WR","espn",2015,72,176,4.62,0,0,0,0,0,0,0,0,0,1.8,22.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENNYCUNNINGHAM","RB",NA,2015,59,203,4.6,NA,NA,NA,NA,NA,NA,2,9,0.1,1.7,15,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEBOWE","WR","espn",2015,73,177,4.57,0,0,0,0,0,0,0,0,0,1.7,22.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANQUICK","WR",NA,2015,87,204,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,22.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARIUSWRIGHT","WR","espn",2015,74,178,4.54,0,0,0,0,0,0,0.1,0.9,0,1.9,25.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONSIMS","TE","espn",2015,28,179,4.53,0,0,0,0,0,0,0,0,0,1.6,17.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYFASANO","TE",NA,2015,33,205,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,18.1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCMARIANI","WR","espn",2015,75,180,4.49,0,0,0,0,0,0,0,0,0,1.7,21.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB",NA,2015,60,206,4.46,NA,NA,NA,NA,NA,NA,3.4,14.7,0.1,1.3,6.9,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMESIMPSON","WR",NA,2015,88,207,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,32.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIRGILGREEN","TE",NA,2015,34,208,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,19.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLTYE","TE","espn",2015,29,181,4.45,0,0,0,0,0,0,0,0,0,1.5,17.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANNORWOOD","WR","espn",2015,76,182,4.41,0,0,0,0,0,0,0,0,0,1.7,21.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE","espn",2015,30,183,4.41,0,0,0,0,0,0,0,0,0,1.5,17.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEDMANBAILEY","WR","espn",2015,77,184,4.4,0,0,0,0,0,0,0,0,0,1.7,21,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANCEMCDONALD","TE","espn",2015,31,185,4.34,0,0,0,0,0,0,0,0,0,1.7,20.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYCHALRIVERA","TE",NA,2015,35,209,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,17.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVANRIDLEY","RB",NA,2015,61,210,4.32,NA,NA,NA,NA,NA,NA,4.3,16.7,0.3,0.7,4.5,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAVINESCOBAR","TE",NA,2015,36,211,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,16.9,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTCHANDLER","TE",NA,2015,37,212,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,20,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHUFF","WR",NA,2015,89,213,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,20.9,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORLEANSDARKWA","RB","espn",2015,52,186,4.14,0,0,0,0,0,0,7,27.4,0.2,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANCEKENDRICKS","TE","espn",2015,32,187,4.13,0,0,0,0,0,0,0,0,0,1.7,18.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRANT","WR",NA,2015,90,214,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,20.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMDRAY","TE",NA,2015,38,215,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,17.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRIANQUICK","WR","espn",2015,78,188,4.03,0,0,0,0,0,0,0,0,0,1.4,20.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANNORWOOD","WR",NA,2015,91,216,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACSTACY","RB",NA,2015,62,217,3.95,NA,NA,NA,NA,NA,NA,3.1,10.6,0.2,1.1,6.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONASGRAY","RB","espn",2015,53,189,3.93,0,0,0,0,0,0,3.7,14.7,0.2,0.7,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB",NA,2015,63,218,3.9,NA,NA,NA,NA,NA,NA,4.3,15.7,0.1,1.1,8.3,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB",NA,2015,64,219,3.87,NA,NA,NA,NA,NA,NA,4.5,18.1,0.1,0.9,6.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDICKSON","TE",NA,2015,39,220,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,17.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BISHOPSANKEY","RB","espn",2015,54,190,3.83,0,0,0,0,0,0,2.5,12.3,0.1,1.1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOZZYWHITTAKER","RB",NA,2015,65,221,3.83,NA,NA,NA,NA,NA,NA,2.8,12.1,0.1,0.8,7.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHETTELLISON","TE",NA,2015,40,222,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,15.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAIWANJONES","RB","espn",2015,55,191,3.73,0,0,0,0,0,0,1.7,6.9,0,1.4,10.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEALLEN","TE","espn",2015,33,192,3.69,0,0,0,0,0,0,0,0,0,1.5,15.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARLONMOORE","WR","espn",2015,79,193,3.69,0,0,0,0,0,0,0,0,0,1.3,17.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIFFWHALEN","WR","espn",2015,80,194,3.68,0,0,0,0,0,0,0,0,0,1.3,17.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETHROBERTS","WR",NA,2015,92,223,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,16.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEMILLER","RB",NA,2015,66,224,3.62,NA,NA,NA,NA,NA,NA,0.2,0.4,0,1.5,20.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHILL","TE","espn",2015,34,195,3.61,0,0,0,0,0,0,0,0,0,1.2,12.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHMILLER","TE","espn",2015,35,196,3.6,NA,NA,NA,0,0,0,0,0,0.2,2.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR","espn",2015,81,197,3.59,0,0,0,0,0,0,0,0,0,1.5,14.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUSSELLSHEPARD","WR","espn",2015,82,198,3.59,0,0,0,0,0,0,0,0,0,1.3,16.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLTYE","TE",NA,2015,41,225,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,14.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEESMITH","TE",NA,2015,42,226,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,13.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIONSIMS","TE",NA,2015,43,227,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,13.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDDICKSON","TE","espn",2015,36,199,3.43,0,0,0,0,0,0,0,0,0,1.3,15.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIVEWALFORD","TE","espn",2015,37,200,3.42,0,0,0,0,0,0,0,0,0,1.3,15.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETHROBERTS","WR","espn",2015,83,201,3.42,0,0,0,0,0,0,0,0,0,1.4,14.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGJENNINGS","WR","espn",2015,84,202,3.38,0,0,0,0,0,0,0,0,0,1.2,15.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCEDESLEWIS","TE","espn",2015,38,203,3.32,0,0,0,0,0,0,0,0,0,1.3,14.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WILLJOHNSON","RB",NA,2015,67,228,3.32,NA,NA,NA,NA,NA,NA,0.7,1.2,0.4,0.5,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHLINE","RB",NA,2015,68,229,3.22,NA,NA,NA,NA,NA,NA,1,2.7,0.2,0.7,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JONASGRAY","RB",NA,2015,69,230,3.16,NA,NA,NA,NA,NA,NA,2.7,11,0.1,0.8,7.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDRECALDWELL","WR",NA,2015,93,231,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,14.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARIUSMOORE","WR",NA,2015,94,232,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,16.3,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTASIATA","RB",NA,2015,70,233,3.13,NA,NA,NA,NA,NA,NA,1.5,6.2,0.1,1.3,7.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINSMITH","WR",NA,2015,95,234,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,13.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINSMITH","WR","espn",2015,85,204,3.09,0,0,0,0,0,0,0,0,0,1,14.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENNIEFOWLER","WR",NA,2015,96,235,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,13.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANTODMAN","RB","espn",2015,56,205,3,0,0,0,0,0,0,3.3,13.3,0.1,0.6,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAKEBELL","TE","espn",2015,39,206,2.98,0,0,0,0,0,0,0,0,0,1.1,12.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINTONPATTON","WR",NA,2015,97,236,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,13.6,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINJOHNSON","RB",NA,2015,71,237,2.95,NA,NA,NA,NA,NA,NA,1.3,3.5,0.2,0.6,2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTASIATA","RB","espn",2015,57,207,2.92,0,0,0,0,0,0,1.6,6.6,0,1.3,9.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOBYGERHART","RB",NA,2015,72,238,2.87,NA,NA,NA,NA,NA,NA,2.7,8.8,0.1,0.9,5.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTHONYDIXON","RB",NA,2015,73,239,2.86,NA,NA,NA,NA,NA,NA,2.5,10.2,0.1,0.8,5.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREMASON","RB","espn",2015,58,208,2.86,0,0,0,0,0,0,4.3,19.1,0.1,0.2,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNKUHN","RB",NA,2015,74,240,2.83,NA,NA,NA,NA,NA,NA,1.1,3.6,0.2,0.8,4.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRIUSHEYWARDBEY","WR","espn",2015,86,209,2.81,0,0,0,0,0,0,0,0,0,0.9,13.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTTURBIN","RB","espn",2015,59,210,2.79,0,0,0,0,0,0,4.3,18.7,0,0.5,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVANTEPARKER","WR",NA,2015,98,241,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OWENDANIELS","TE","espn",2015,40,211,2.71,0,0,0,0,0,0,0,0,0,1,11.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARRIER","TE","espn",2015,41,212,2.7,0,0,0,0,0,0,0,0,0,1,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TREMASON","RB",NA,2015,75,242,2.7,NA,NA,NA,NA,NA,NA,2.6,9.3,0.1,0.7,5.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KADEEMCAREY","RB","espn",2015,60,213,2.65,0,0,0,0,0,0,2.1,9.8,0.1,0.6,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEELLINGTON","WR",NA,2015,99,243,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,11.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VANCEMCDONALD","TE",NA,2015,44,244,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCEDESLEWIS","TE",NA,2015,45,245,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DENARDROBINSON","RB","espn",2015,61,214,2.51,0,0,0,0,0,0,2.1,6.4,0,1.1,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELHOOMANAWANUI","TE","espn",2015,42,215,2.51,0,0,0,0,0,0,0,0,0,0.9,10.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESJOHNSON","WR","espn",2015,87,216,2.5,0,0,0,0,0,0,0,0,0,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMDRAY","TE","espn",2015,43,217,2.49,0,0,0,0,0,0,0,0,0,0.9,9.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGJENNINGS","WR",NA,2015,100,246,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYMONTGOMERY","WR","espn",2015,88,218,2.48,0,0,0,0,0,0,0.2,1.5,0,0.7,10.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWILLIAMS","RB","espn",2015,62,219,2.41,0,0,0,0,0,0,4.4,16.1,0.1,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANHEWITT","TE",NA,2015,46,247,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,10.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERICKMCKINNON","RB","espn",2015,63,220,2.36,0,0,0,0,0,0,4.1,18.5,0,0.3,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIVEWALFORD","TE",NA,2015,47,248,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,8.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOBYGERHART","RB","espn",2015,64,221,2.31,0,0,0,0,0,0,2.8,8.6,0,0.8,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDRECALDWELL","WR","espn",2015,89,222,2.29,0,0,0,0,0,0,0,0,0,0.7,9.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEESMITH","TE","espn",2015,44,223,2.29,0,0,0,0,0,0,0,0,0,0.8,8.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
