"name","pos","sourceName","name_espn","team_espn","positionRank","overallRank","points","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds"
"JONATHANSTEWART","RB","espn","Jonathan Stewart","CAR",1,1,"9.9",0,0,0,0,0,16.8,75,0.5,0.9,6.2,0
"ADRIANPETERSON","RB","espn","Adrian Peterson","MIN",2,2,"9.9",0,0,0,0,0,19.3,88.5,0.2,2.3,19.4,0
"GREENBAYPACKERS","DST","espn","Green Bay Packers","GB",1,3,"9.9",0,0,0,0,0,0,0,0,0,0,0
"EDDIELACY","RB","espn","Eddie Lacy","GB",3,4,"9.8",0,0,0,0,0,13.6,55.1,0.4,2.9,20.8,0.1
"DIONLEWIS","RB","espn","Dion Lewis","NE",4,5,"9.7",0,0,0,0,0,7.7,38.4,0.3,4.4,40.2,0.2
"JULIANEDELMAN","WR","espn","Julian Edelman","NE",1,6,"9.6",0,0,0,0,0,0.8,5.1,0,6.5,69,0.6
"NICKFOLES","QB","espn","Nick Foles","STL",1,7,"9.5",28.7,16.5,184.2,0.9,0.6,1.8,7.2,0.1,0,0,0
"DEZBRYANT","WR","espn","Dez Bryant","DAL",2,8,"9.3",0,0,0,0,0,0,0,0,5.7,75,0.4
"MARTAVISBRYANT","WR","espn","Martavis Bryant","PIT",3,9,"9.3",0,0,0,0,0,0.4,2.6,0,4.3,65.5,0.5
"FRANKGORE","RB","espn","Frank Gore","IND",5,10,"9.2",0,0,0,0,0,14.8,54.5,0.3,2.9,23.3,0.1
"TYHILTON","WR","espn","T.Y. Hilton","IND",4,11,"9.2",0,0,0,0,0,0.1,0.7,0,5.1,71.6,0.4
"TRAVISBENJAMIN","WR","espn","Travis Benjamin","CLE",5,12,"9",0,0,0,0,0,0,0,0,4.8,72.1,0.3
"GREGOLSEN","TE","espn","Greg Olsen","CAR",1,13,"9",0,0,0,0,0,0,0,0,5.2,62.9,0.5
"BLAIRWALSH","K","espn","Blair Walsh","MIN",1,14,"9",0,0,0,0,0,0,0,0,0,0,0
"MATTBRYANT","K","espn","Matt Bryant","ATL",2,15,"9",0,0,0,0,0,0,0,0,0,0,0
"BUFFALOBILLS","DST","espn","Buffalo Bills","BUF",2,16,"9",0,0,0,0,0,0,0,0,0,0,0
"RONNIEHILLMAN","RB","espn","Ronnie Hillman","DEN",6,17,"8.8",0,0,0,0,0,13.8,58.1,0.4,1.9,16.2,0.1
"SAMMYWATKINS","WR","espn","Sammy Watkins","BUF",6,18,"8.8",0,0,0,0,0,0.3,1.9,0,4.4,60.6,0.5
"LATAVIUSMURRAY","RB","espn","Latavius Murray","OAK",7,19,"8.7",0,0,0,0,0,15.1,60.4,0.2,2.5,18.9,0.1
"DANNYWOODHEAD","RB","espn","Danny Woodhead","SD",8,20,"8.6",0,0,0,0,0,7.7,33.2,0.1,4.2,38.8,0.3
"ERICDECKER","WR","espn","Eric Decker","NYJ",7,21,"8.6",0,0,0,0,0,0,0,0,4.6,63.2,0.4
"MICHAELCRABTREE","WR","espn","Michael Crabtree","OAK",8,22,"8.6",0,0,0,0,0,0,0,0,5.5,66.2,0.4
"DESEANJACKSON","WR","espn","DeSean Jackson","WAS",9,23,"8.5",0,0,0,0,0,0.2,1.5,0,4.7,71.8,0.2
"STEPHENGOSTKOWSKI","K","espn","Stephen Gostkowski","NE",3,24,"8.5",0,0,0,0,0,0,0,0,0,0,0
"CALEBSTURGIS","K","espn","Caleb Sturgis","PHI",4,25,"8.4",0,0,0,0,0,0,0,0,0,0,0
"MASONCROSBY","K","espn","Mason Crosby","GB",5,26,"8.4",0,0,0,0,0,0,0,0,0,0,0
"DONTEMONCRIEF","WR","espn","Donte Moncrief","IND",10,27,"8.3",0,0,0,0,0,0.1,0.7,0,4.6,60.7,0.4
"ANTONIOGATES","TE","espn","Antonio Gates","SD",2,28,"8.3",0,0,0,0,0,0,0,0,4.1,50.3,0.6
"BRANDONMCMANUS","K","espn","Brandon McManus","DEN",6,29,"8.3",0,0,0,0,0,0,0,0,0,0,0
"ATLANTAFALCONS","DST","espn","Atlanta Falcons","ATL",3,30,"8.3",0,0,0,0,0,0,0,0,0,0,0
"AMARICOOPER","WR","espn","Amari Cooper","OAK",11,31,"8.1",0,0,0,0,0,0,0,0,5.3,61.2,0.4
"PHILDAWSON","K","espn","Phil Dawson","SF",7,32,"8.1",0,0,0,0,0,0,0,0,0,0,0
"GARYBARNIDGE","TE","espn","Gary Barnidge","CLE",3,33,"7.9",0,0,0,0,0,0,0,0,5,63,0.3
"MIKENUGENT","K","espn","Mike Nugent","CIN",8,34,"7.9",0,0,0,0,0,0,0,0,0,0,0
"JOSHBROWN","K","espn","Josh Brown","NYG",9,35,"7.9",0,0,0,0,0,0,0,0,0,0,0
"ANQUANBOLDIN","WR","espn","Anquan Boldin","SF",12,36,"7.8",0,0,0,0,0,0,0,0,5.2,63,0.3
"NICKFOLK","K","espn","Nick Folk","NYJ",10,37,"7.8",0,0,0,0,0,0,0,0,0,0,0
"ROBBIEGOULD","K","espn","Robbie Gould","CHI",11,38,"7.8",0,0,0,0,0,0,0,0,0,0,0
"JASONMYERS","K","espn","Jason Myers","JAC",12,39,"7.8",0,0,0,0,0,0,0,0,0,0,0
"DANCARPENTER","K","espn","Dan Carpenter","BUF",13,40,"7.8",0,0,0,0,0,0,0,0,0,0,0
"MINNESOTAVIKINGS","DST","espn","Minnesota Vikings","MIN",4,41,"7.8",0,0,0,0,0,0,0,0,0,0,0
"JOSHLAMBO","K","espn","Josh Lambo","SD",14,42,"7.7",0,0,0,0,0,0,0,0,0,0,0
"DUSTINHOPKINS","K","espn","Dustin Hopkins","WAS",15,43,"7.7",0,0,0,0,0,0,0,0,0,0,0
"NEWENGLANDPATRIOTS","DST","espn","New England Patriots","NE",5,44,"7.7",0,0,0,0,0,0,0,0,0,0,0
"ANTONIOANDREWS","RB","espn","Antonio Andrews","TEN",9,45,"7.6",0,0,0,0,0,12.2,53.1,0.4,1.1,9,0
"PIERREGARCON","WR","espn","Pierre Garcon","WAS",13,46,"7.6",0,0,0,0,0,0,0,0,5,62.6,0.3
"KAIFORBATH","K","espn","Kai Forbath","NO",16,47,"7.6",0,0,0,0,0,0,0,0,0,0,0
"SEBASTIANJANIKOWSKI","K","espn","Sebastian Janikowski","OAK",17,48,"7.6",0,0,0,0,0,0,0,0,0,0,0
"JARVISLANDRY","WR","espn","Jarvis Landry","MIA",14,49,"7.5",0,0,0,0,0,1.1,8.9,0,5.6,56.9,0.4
"ALLENHURNS","WR","espn","Allen Hurns","JAC",15,50,"7.5",0,0,0,0,0,0,0,0,4.5,60.9,0.3
"GRAHAMGANO","K","espn","Graham Gano","CAR",18,51,"7.5",0,0,0,0,0,0,0,0,0,0,0
"TRAVISCOONS","K","espn","Travis Coons","CLE",19,52,"7.5",0,0,0,0,0,0,0,0,0,0,0
"CINCINNATIBENGALS","DST","espn","Cincinnati Bengals","CIN",6,53,"7.5",0,0,0,0,0,0,0,0,0,0,0
"GREGZUERLEIN","K","espn","Greg Zuerlein","STL",20,54,"7.4",0,0,0,0,0,0,0,0,0,0,0
"TENNESSEETITANS","DST","espn","Tennessee Titans","TEN",7,55,"7.4",0,0,0,0,0,0,0,0,0,0,0
"BRANDINCOOKS","WR","espn","Brandin Cooks","NO",16,56,"7.3",0,0,0,0,0,0.3,1.8,0,4.5,59.4,0.4
"ANDREWFRANKS","K","espn","Andrew Franks","MIA",21,57,"7.3",0,0,0,0,0,0,0,0,0,0,0
"CJSPILLER","RB","espn","C.J. Spiller","NO",10,58,"7.2",0,0,0,0,0,7.1,34.2,0.2,3.2,28.9,0.2
"MELVINGORDON","RB","espn","Melvin Gordon","SD",11,59,"7.2",0,0,0,0,0,15,59.4,0.2,1.4,10.2,0.1
"JAMESJONES","WR","espn","James Jones","GB",17,60,"7.2",0,0,0,0,0,0,0,0,3.7,54.4,0.4
"WILLIESNEAD","WR","espn","Willie Snead","NO",18,61,"7.2",0,0,0,0,0,0,0,0,3.8,51,0.4
"CHRISBOSWELL","K","espn","Chris Boswell","PIT",22,62,"7.1",0,0,0,0,0,0,0,0,0,0,0
"RYANSUCCOP","K","espn","Ryan Succop","TEN",23,63,"7.1",0,0,0,0,0,0,0,0,0,0,0
"DANBAILEY","K","espn","Dan Bailey","DAL",24,64,"7.1",0,0,0,0,0,0,0,0,0,0,0
"DUKEJOHNSON","RB","espn","Duke Johnson Jr.","CLE",12,65,"7",0,0,0,0,0,5.4,23.7,0.1,4.9,42.9,0.1
"DAVANTEADAMS","WR","espn","Davante Adams","GB",19,66,"7",0,0,0,0,0,0,0,0,4.2,58.8,0.3
"RISHARDMATTHEWS","WR","espn","Rishard Matthews","MIA",20,67,"7",0,0,0,0,0,0,0,0,4.5,54.5,0.3
"DELANIEWALKER","TE","espn","Delanie Walker","TEN",4,68,"7",0,0,0,0,0,0,0,0,5.1,58.4,0.4
"MARTELLUSBENNETT","TE","espn","Martellus Bennett","CHI",5,69,"7",0,0,0,0,0,0,0,0,5,53.5,0.3
"ADAMVINATIERI","K","espn","Adam Vinatieri","IND",25,70,"7",0,0,0,0,0,0,0,0,0,0,0
"DALLASCOWBOYS","DST","espn","Dallas Cowboys","DAL",8,71,"7",0,0,0,0,0,0,0,0,0,0,0
"RUEBENRANDLE","WR","espn","Rueben Randle","NYG",21,72,"6.8",0,0,0,0,0,0,0,0,3.6,50.1,0.3
"JORDANREED","TE","espn","Jordan Reed","WAS",6,73,"6.8",0,0,0,0,0,0,0,0,5.2,53.8,0.3
"JORDANMATTHEWS","WR","espn","Jordan Matthews","PHI",22,74,"6.7",0,0,0,0,0,0,0,0,4.9,59.6,0.3
"CONNORBARTH","K","espn","Connor Barth","TB",26,75,"6.7",0,0,0,0,0,0,0,0,0,0,0
"PHILADELPHIAEAGLES","DST","espn","Philadelphia Eagles","PHI",9,76,"6.7",0,0,0,0,0,0,0,0,0,0,0
"DEXTERMCCLUSTER","RB","espn","Dexter McCluster","TEN",13,77,"6.6",0,0,0,0,0,6.7,31.7,0.1,2.7,25.3,0.1
"CHARLESSIMS","RB","espn","Charles Sims","TB",14,78,"6.6",0,0,0,0,0,8.1,32.5,0.2,2.9,24,0.1
"DEXTERMCCLUSTER","WR","espn","Dexter McCluster","TEN",23,79,"6.6",0,0,0,0,0,6.7,31.7,0.1,2.7,25.3,0.1
"PITTSBURGHSTEELERS","DST","espn","Pittsburgh Steelers","PIT",10,80,"6.5",0,0,0,0,0,0,0,0,0,0,0
"MALCOMFLOYD","WR","espn","Malcom Floyd","SD",24,81,"6.4",0,0,0,0,0,0,0,0,2.6,47.4,0.4
"MARVINJONES","WR","espn","Marvin Jones","CIN",25,82,"6.4",0,0,0,0,0,0.5,3.3,0,3,43.3,0.4
"BRANDONLAFELL","WR","espn","Brandon LaFell","NE",26,83,"6.4",0,0,0,0,0,0,0,0,3.7,47.8,0.4
"SANDIEGOCHARGERS","DST","espn","San Diego Chargers","SD",11,84,"6.4",0,0,0,0,0,0,0,0,0,0,0
"LARRYDONNELL","TE","espn","Larry Donnell","NYG",7,85,"6.3",0,0,0,0,0,0,0,0,3.8,44.5,0.4
"MIAMIDOLPHINS","DST","espn","Miami Dolphins","MIA",12,86,"6.3",0,0,0,0,0,0,0,0,0,0,0
"AUSTINSEFERIANJENKINS","TE","espn","Austin Seferian-Jenkins","TB",8,87,"6.2",0,0,0,0,0,0,0,0,3.7,45.4,0.4
"BENJAMINWATSON","TE","espn","Benjamin Watson","NO",9,88,"6.2",0,0,0,0,0,0,0,0,3.5,40.2,0.4
"TJYELDON","RB","espn","T.J. Yeldon","JAC",15,89,"6.1",0,0,0,0,0,12.1,37.6,0.1,3,25.1,0.1
"TEDGINN","WR","espn","Ted Ginn Jr.","CAR",27,90,"6.1",0,0,0,0,0,0.3,1.8,0,3.3,45.9,0.3
"TYLEREIFERT","TE","espn","Tyler Eifert","CIN",10,91,"6.1",0,0,0,0,0,0,0,0,3.3,39,0.5
"JORDANCAMERON","TE","espn","Jordan Cameron","MIA",11,92,"6.1",0,0,0,0,0,0,0,0,3.5,42,0.4
"TAMPABAYBUCCANEERS","DST","espn","Tampa Bay Buccaneers","TB",13,93,"6.1",0,0,0,0,0,0,0,0,0,0,0
"JACKSONVILLEJAGUARS","DST","espn","Jacksonville Jaguars","JAC",14,94,"6",0,0,0,0,0,0,0,0,0,0,0
"NEWYORKGIANTS","DST","espn","New York Giants","NYG",15,95,"6",0,0,0,0,0,0,0,0,0,0,0
"HEATHMILLER","TE","espn","Heath Miller","PIT",12,96,"5.9",0,0,0,0,0,0,0,0,3.7,42,0.3
"CJANDERSON","RB","espn","C.J. Anderson","DEN",16,97,"5.8",0,0,0,0,0,9.5,39,0.3,2.2,18.5,0.1
"STEVIEJOHNSON","WR","espn","Stevie Johnson","SD",28,98,"5.8",0,0,0,0,0,0,0,0,3.3,46.3,0.3
"PERCYHARVIN","WR","espn","Percy Harvin","BUF",29,99,"5.8",0,0,0,0,0,1.2,7.6,0,3.8,42.8,0.3
"JUSTINHUNTER","WR","espn","Justin Hunter","TEN",30,100,"5.8",0,0,0,0,0,0,0,0,2.9,43.6,0.3
"CHARLESCLAY","TE","espn","Charles Clay","BUF",13,101,"5.8",0,0,0,0,0,0,0,0,3.7,40.1,0.3
"JACOBTAMME","TE","espn","Jacob Tamme","ATL",14,102,"5.8",0,0,0,0,0,0,0,0,3.7,41.7,0.3
"RASHADJENNINGS","RB","espn","Rashad Jennings","NYG",17,103,"5.7",0,0,0,0,0,8.8,32.5,0.2,1.5,11.6,0.1
"LEONARDHANKERSON","WR","espn","Leonard Hankerson","ATL",31,104,"5.7",0,0,0,0,0,0,0,0,3.7,46,0.3
"MIKEWALLACE","WR","espn","Mike Wallace","MIN",32,105,"5.6",0,0,0,0,0,0,0,0,3.7,56.9,0.1
"BILALPOWELL","RB","espn","Bilal Powell","NYJ",18,106,"5.5",0,0,0,0,0,6.5,25.3,0.2,3.1,24.2,0.1
"TAVONAUSTIN","WR","espn","Tavon Austin","STL",33,107,"5.5",0,0,0,0,0,1.6,12.4,0,3.1,33.1,0.1
"JULIUSTHOMAS","TE","espn","Julius Thomas","JAC",15,108,"5.5",0,0,0,0,0,0,0,0,4.4,48.5,0.3
"ZACHERTZ","TE","espn","Zach Ertz","PHI",16,109,"5.5",0,0,0,0,0,0,0,0,3.9,49.5,0.3
"JASONWITTEN","TE","espn","Jason Witten","DAL",17,110,"5.5",0,0,0,0,0,0,0,0,3.9,44.7,0.3
"TERRANCEWILLIAMS","WR","espn","Terrance Williams","DAL",34,111,"5.4",0,0,0,0,0,0,0,0,3,42.6,0.2
"STEFONDIGGS","WR","espn","Stefon Diggs","MIN",35,112,"5.4",0,0,0,0,0,0.3,1.8,0,4.2,56.4,0.1
"ANTONESMITH","RB","espn","Antone Smith","CHI",19,113,"5.3",0,0,0,0,0,6.9,37.5,0.2,1.4,11.7,0
"MARKUSWHEATON","WR","espn","Markus Wheaton","PIT",36,114,"5.3",0,0,0,0,0,0.1,0.9,0,3.2,45.1,0.2
"EDDIEROYAL","WR","espn","Eddie Royal","CHI",37,115,"5.3",0,0,0,0,0,0,0,0,3.7,42.2,0.2
"VERNONDAVIS","TE","espn","Vernon Davis","DEN",18,116,"5.2",0,0,0,0,0,0,0,0,3.4,43.6,0.2
"DORIALGREENBECKHAM","WR","espn","Dorial Green-Beckham","TEN",38,117,"5.1",0,0,0,0,0,0,0,0,2.4,35.8,0.3
"RICHARDRODGERS","TE","espn","Richard Rodgers","GB",19,118,"5.1",0,0,0,0,0,0,0,0,3.1,34.3,0.3
"CHICAGOBEARS","DST","espn","Chicago Bears","CHI",16,119,"5.1",0,0,0,0,0,0,0,0,0,0,0
"JAMESSTARKS","RB","espn","James Starks","GB",20,120,"5",0,0,0,0,0,7.5,31.3,0.1,1.5,11.6,0.1
"RYANMATHEWS","RB","espn","Ryan Mathews","PHI",21,121,"5",0,0,0,0,0,7,33.2,0.2,1.8,13.5,0
"CHRISTHOMPSON","RB","espn","Chris Thompson","WAS",22,122,"4.9",0,0,0,0,0,2.9,12.6,0,3.8,36.1,0.1
"SHANEVEREEN","RB","espn","Shane Vereen","NYG",23,123,"4.8",0,0,0,0,0,4.8,18.9,0.1,2.7,26.8,0.2
"MATTJONES","RB","espn","Matt Jones","WAS",24,124,"4.8",0,0,0,0,0,9.6,39.8,0.3,0.9,6.9,0
"HARRYDOUGLAS","WR","espn","Harry Douglas","TEN",39,125,"4.8",0,0,0,0,0,0.2,1.5,0,3.2,39.6,0.3
"MARQUESCOLSTON","WR","espn","Marques Colston","NO",40,126,"4.7",0,0,0,0,0,0,0,0,2.9,39.1,0.3
"CAROLINAPANTHERS","DST","espn","Carolina Panthers","CAR",17,127,"4.6",0,0,0,0,0,0,0,0,0,0,0
"ANDREJOHNSON","WR","espn","Andre Johnson","IND",41,128,"4.5",0,0,0,0,0,0,0,0,2.9,37.9,0.3
"OWENDANIELS","TE","espn","Owen Daniels","DEN",20,129,"4.5",0,0,0,0,0,0,0,0,3,32.9,0.3
"COBYFLEENER","TE","espn","Coby Fleener","IND",21,130,"4.5",0,0,0,0,0,0,0,0,2.6,31.6,0.2
"INDIANAPOLISCOLTS","DST","espn","Indianapolis Colts","IND",18,131,"4.5",0,0,0,0,0,0,0,0,0,0,0
"DONTEEADYE","WR","espn","Donteea Dye","TB",42,132,"4.4",0,0,0,0,0,0,0,0,2.5,33.5,0.2
"CHRISTINEMICHAEL","RB","espn","Christine Michael","DAL",25,133,"4.2",0,0,0,0,0,7.7,31.1,0.2,1.1,9,0
"JEREMYKERLEY","WR","espn","Jeremy Kerley","NYJ",43,134,"4.2",0,0,0,0,0,0,0,0,2.7,32.3,0.2
"DARRENSPROLES","RB","espn","Darren Sproles","PHI",26,135,"4.1",0,0,0,0,0,3.6,17.2,0.1,3.1,26,0.1
"ALFREDMORRIS","RB","espn","Alfred Morris","WAS",27,136,"4",0,0,0,0,0,8,32.1,0.2,0.6,4.7,0
"TORREYSMITH","WR","espn","Torrey Smith","SF",44,137,"4",0,0,0,0,0,0,0,0,2.3,38.1,0.2
"KENNYSTILLS","WR","espn","Kenny Stills","MIA",45,138,"4",0,0,0,0,0,0,0,0,2.3,32.5,0.2
"JAMISONCROWDER","WR","espn","Jamison Crowder","WAS",46,139,"4",0,0,0,0,0,0.2,1.5,0,3.4,38.3,0.1
"JAREDCOOK","TE","espn","Jared Cook","STL",22,140,"4",0,0,0,0,0,0,0,0,2.7,30.9,0.2
"NELSONAGHOLOR","WR","espn","Nelson Agholor","PHI",47,141,"3.9",0,0,0,0,0,0,0,0,2.6,36,0.2
"KENNYBRITT","WR","espn","Kenny Britt","STL",48,142,"3.9",0,0,0,0,0,0,0,0,2.2,31.8,0.2
"MOHAMEDSANU","WR","espn","Mohamed Sanu","CIN",49,143,"3.8",0,0,0,0,0,0.3,2.2,0,2.2,27.2,0.3
"TAYLORGABRIEL","WR","espn","Taylor Gabriel","CLE",50,144,"3.8",0,0,0,0,0,0,0,0,2.4,30.6,0.1
"ANDREWHAWKINS","WR","espn","Andrew Hawkins","CLE",51,145,"3.8",0,0,0,0,0,0,0,0,3.3,34.6,0.1
"KARLOSWILLIAMS","RB","espn","Karlos Williams","BUF",28,146,"3.7",0,0,0,0,0,7,29.6,0.3,0.8,6.3,0
"ISAIAHCROWELL","RB","espn","Isaiah Crowell","CLE",29,147,"3.7",0,0,0,0,0,7.3,32.4,0.1,0.9,7.6,0
"OAKLANDRAIDERS","DST","espn","Oakland Raiders","OAK",19,148,"3.7",0,0,0,0,0,0,0,0,0,0,0
"NEWORLEANSSAINTS","DST","espn","New Orleans Saints","NO",20,149,"3.6",0,0,0,0,0,0,0,0,0,0,0
"DWAYNEHARRIS","WR","espn","Dwayne Harris","NYG",52,150,"3.5",0,0,0,0,0,0,0,0,2.5,29.7,0.2
"DANNYAMENDOLA","WR","espn","Danny Amendola","NE",53,151,"3.5",0,0,0,0,0,0.3,1.7,0,2.6,27.7,0.2
"KYLERUDOLPH","TE","espn","Kyle Rudolph","MIN",23,152,"3.5",0,0,0,0,0,0,0,0,3,32.3,0.1
"TEVINCOLEMAN","RB","espn","Tevin Coleman","ATL",30,153,"3.4",0,0,0,0,0,6.5,26.8,0.2,0.6,4.7,0
"ANTHONYFASANO","TE","espn","Anthony Fasano","TEN",24,154,"3.3",0,0,0,0,0,0,0,0,1.8,20.5,0.2
"ROBERTWOODS","WR","espn","Robert Woods","BUF",54,155,"3.2",0,0,0,0,0,0,0,0,2.1,29,0.2
"COREYBROWN","WR","espn","Corey Brown","CAR",55,156,"3.2",0,0,0,0,0,0.6,3.6,0,1.9,26.3,0.2
"DEVINFUNCHESS","WR","espn","Devin Funchess","CAR",56,157,"3.2",0,0,0,0,0,0,0,0,1.7,22.7,0.2
"ORLEANSDARKWA","RB","espn","Orleans Darkwa","NYG",31,158,"3.1",0,0,0,0,0,7.2,28.1,0.2,0.1,1,0
"DWAYNEALLEN","TE","espn","Dwayne Allen","IND",25,159,"3",0,0,0,0,0,0,0,0,1.8,20.1,0.2
"MYCHALRIVERA","TE","espn","Mychal Rivera","OAK",26,160,"3",0,0,0,0,0,0,0,0,2.1,23.9,0.2
"TOMBRADY","QB","espn","Tom Brady","NE",2,161,"21.2",36.5,24.9,276.3,2.5,0.4,2.8,3.4,0.2,0,0,0
"MARCELREECE","RB","espn","Marcel Reece","OAK",32,162,"2.9",0,0,0,0,0,0.2,0.7,0,2.4,23.8,0.2
"JERRICHOCOTCHERY","WR","espn","Jerricho Cotchery","CAR",57,163,"2.9",0,0,0,0,0,0,0,0,1.9,22.8,0.1
"AHMADBRADSHAW","RB","espn","Ahmad Bradshaw","IND",33,164,"2.8",0,0,0,0,0,3.9,15.7,0.1,1.9,13.8,0.1
"RODDYWHITE","WR","espn","Roddy White","ATL",58,165,"2.8",0,0,0,0,0,0,0,0,2.1,26.7,0.1
"WASHINGTONREDSKINS","DST","espn","Washington Redskins","WAS",21,166,"2.8",0,0,0,0,0,0,0,0,0,0,0
"RILEYCOOPER","WR","espn","Riley Cooper","PHI",59,167,"2.7",0,0,0,0,0,0,0,0,1.8,26.5,0.1
"BRYANWALTERS","WR","espn","Bryan Walters","JAC",60,168,"2.7",0,0,0,0,0,0,0,0,2.4,29,0.1
"MARQUESSWILSON","WR","espn","Marquess Wilson","CHI",61,169,"2.7",0,0,0,0,0,0,0,0,1.7,22,0.1
"JORDANNORWOOD","WR","espn","Jordan Norwood","DEN",62,170,"2.7",0,0,0,0,0,0,0,0,1.8,22.2,0.1
"BRIANHARTLINE","WR","espn","Brian Hartline","CLE",63,171,"2.7",0,0,0,0,0,0,0,0,1.9,25.6,0.1
"CLEVELANDBROWNS","DST","espn","Cleveland Browns","CLE",22,172,"2.7",0,0,0,0,0,0,0,0,0,0,0
"STEDMANBAILEY","WR","espn","Stedman Bailey","STL",64,173,"2.5",0,0,0,0,0,0,0,0,1.6,20.6,0.1
"ROBERTTURBIN","RB","espn","Robert Turbin","CLE",34,174,"2.4",0,0,0,0,0,4.9,21.3,0.1,0.6,5.1,0
"MIKETOLBERT","RB","espn","Mike Tolbert","CAR",35,175,"2.4",0,0,0,0,0,2.8,10.5,0.2,1.1,7.8,0.1
"JARIUSWRIGHT","WR","espn","Jarius Wright","MIN",65,176,"2.3",0,0,0,0,0,0.1,0.9,0,1.9,25.4,0
"SCOTTCHANDLER","TE","espn","Scott Chandler","NE",27,177,"2.2",0,0,0,0,0,0,0,0,1.5,17.1,0.2
"LADARIUSGREEN","TE","espn","Ladarius Green","SD",28,178,"2.2",0,0,0,0,0,0,0,0,1.6,19.8,0.2
"JOSHHILL","TE","espn","Josh Hill","NO",29,179,"2",0,0,0,0,0,0,0,0,1.2,12.1,0.2
"PHILIPRIVERS","QB","espn","Philip Rivers","SD",3,180,"19.7",37.4,24.5,308.6,2.4,0.9,1.9,4,0,0,0,0
"AARONRODGERS","QB","espn","Aaron Rodgers","GB",4,181,"19.2",36.4,23.7,289.7,1.9,0.7,3.7,20.2,0.1,0,0,0
"CAMNEWTON","QB","espn","Cam Newton","CAR",5,182,"18.1",32.4,18.5,219.6,1.6,1.1,8.1,41.2,0.4,0,0,0
"BENROETHLISBERGER","QB","espn","Ben Roethlisberger","PIT",6,183,"17.7",37.5,24.1,305.8,1.9,0.9,2.1,6.3,0,0,0,0
"DEVONTAFREEMAN","RB","espn","Devonta Freeman","ATL",36,184,"17.5",0,0,0,0,0,20,85.1,0.8,4.9,45,0.2
"ANDYDALTON","QB","espn","Andy Dalton","CIN",7,185,"17.3",28.9,17.5,215.7,2.1,0.6,4.1,12,0.2,0,0,0
"PEYTONMANNING","QB","espn","Peyton Manning","DEN",8,186,"17.1",40.8,26.5,326.8,1.6,1.1,1.1,-0.3,0,0,0,0
"DREWBREES","QB","espn","Drew Brees","NO",9,187,"16.4",36.8,23.4,272.6,2.1,0.9,1.6,2.3,0.1,0,0,0
"TYRODTAYLOR","QB","espn","Tyrod Taylor","BUF",10,188,"16.3",29.3,18.4,208.1,1.5,0.8,6.4,31.6,0.2,0,0,0
"ELIMANNING","QB","espn","Eli Manning","NYG",11,189,"16.2",35.4,22.7,271.2,1.9,0.7,1.5,2.9,0,0,0,0
"GENOSMITH","QB","espn","Geno Smith","NYJ",12,190,"16.1",31.4,19.3,230,1.6,0.8,4,20.8,0.2,0,0,0
"MATTRYAN","QB","espn","Matt Ryan","ATL",13,191,"16",36.4,24.6,282.4,1.6,0.8,2.5,7.8,0.1,0,0,0
"MARCUSMARIOTA","QB","espn","Marcus Mariota","TEN",14,192,"15.9",33.3,21,250,1.8,0.9,2.7,17.5,0.1,0,0,0
"RYANTANNEHILL","QB","espn","Ryan Tannehill","MIA",15,193,"15.4",38.2,22.8,250.5,1.7,1.1,2.2,10.6,0.1,0,0,0
"COLINKAEPERNICK","QB","espn","Colin Kaepernick","SF",16,194,"15.3",31.6,19.8,233.8,1,0.6,5.6,34.8,0.1,0,0,0
"ANDREWLUCK","QB","espn","Andrew Luck","IND",17,195,"15.2",38.7,23,274.1,1.7,1.3,3.7,17.9,0.1,0,0,0
"JAMEISWINSTON","QB","espn","Jameis Winston","TB",18,196,"14.6",32.2,19.8,238.2,1.7,1.2,3.9,12.9,0.2,0,0,0
"BLAKEBORTLES","QB","espn","Blake Bortles","JAC",19,197,"14.3",41,24.1,283.3,1.2,1.1,3.1,17.5,0,0,0,0
"DEREKCARR","QB","espn","Derek Carr","OAK",20,198,"14",38.3,24,256.7,1.6,0.9,1.7,4.1,0,0,0,0
"MARKINGRAM","RB","espn","Mark Ingram","NO",37,199,"13.8",0,0,0,0,0,17.5,78.4,0.9,2.1,15.7,0.1
"ANTONIOBROWN","WR","espn","Antonio Brown","PIT",66,200,"13.8",0,0,0,0,0,0.3,1.7,0,8.1,108.9,0.6
"JOSHMCCOWN","QB","espn","Josh McCown","CLE",21,201,"13.6",40.7,25,294.9,1.2,1.3,2.8,13.6,0.1,0,0,0
"JAYCUTLER","QB","espn","Jay Cutler","CHI",22,202,"13.3",33.3,21.1,239.1,1.3,0.9,2.5,11.8,0.1,0,0,0
